,AGE,GENDER,EDUCATION,MARITAL_STATUS,CHILD_TOTAL,DEPENDANTS,SOCSTATUS_WORK_FL,SOCSTATUS_PENS_FL,FL_PRESENCE_FL,OWN_AUTO,GEN_INDUSTRY,GEN_TITLE,JOB_DIR,WORK_TIME,FAMILY_INCOME,PERSONAL_INCOME,FACT_FO,TARGET
11759,30,1,Среднее,Не состоял в браке,1,1,1,0,0,0,Торговля,Специалист,Снабжение и сбыт,60.0,от 20000 до 50000 руб.,13000.0,ЦФО,0
11760,26,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Салоны красоты и здоровья,Специалист,Участие в основ. деятельности,30.0,от 20000 до 50000 руб.,18000.0,СФО,0
11761,27,0,Высшее,Состою в браке,1,1,1,0,0,0,Сельское хозяйство,Руководитель среднего звена,Участие в основ. деятельности,16.0,от 10000 до 20000 руб.,14000.0,ЦФО,0
11762,49,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
11763,44,1,Среднее,Разведен(а),1,1,1,0,1,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,13000.0,УФО,0
11764,55,1,Высшее,Состою в браке,1,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,185.0,от 10000 до 20000 руб.,11000.0,СФО,0
11765,34,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,Торговля,Рабочий,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,9000.0,ПФО,0
11766,35,1,Среднее,Гражданский брак,1,2,1,0,1,0,Здравоохранение,Руководитель среднего звена,Вспомогательный техперсонал,215.0,от 20000 до 50000 руб.,15000.0,ДФО,1
11767,50,1,Высшее,Не состоял в браке,1,0,1,0,0,0,Развлечения/Искусство,Специалист,Участие в основ. деятельности,132.0,от 10000 до 20000 руб.,13000.0,ДФО,0
11768,33,1,Среднее,Состою в браке,2,2,1,0,1,0,Государственная служба,Специалист,Участие в основ. деятельности,132.0,от 20000 до 50000 руб.,12000.0,УФО,1
11769,41,1,Среднее,Состою в браке,1,0,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,64.0,от 20000 до 50000 руб.,9500.0,ЦФО,0
11770,26,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Высококвалифиц. специалист,Участие в основ. деятельности,9.0,от 20000 до 50000 руб.,20000.0,ДФО,1
11771,37,1,Высшее,Состою в браке,1,1,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,84.0,от 20000 до 50000 руб.,29000.0,ДФО,0
11772,42,1,Среднее специальное,Состою в браке,2,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,132.0,от 20000 до 50000 руб.,12000.0,ПФО,0
11773,45,0,Высшее,Состою в браке,1,2,1,0,1,1,Здравоохранение,Специалист,Участие в основ. деятельности,156.0,от 20000 до 50000 руб.,20000.0,СФО,1
11774,33,1,Высшее,Состою в браке,1,0,1,0,1,0,Другие сферы,Специалист,Участие в основ. деятельности,180.0,свыше 50000 руб.,25000.0,УФО,0
11776,49,1,Среднее,Состою в браке,2,0,1,0,0,0,Торговля,Специалист,Снабжение и сбыт,60.0,от 10000 до 20000 руб.,10000.0,ЮФО,0
11777,47,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,8000.0,ЦФО,0
11778,32,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,108.0,от 20000 до 50000 руб.,20000.0,ПФО,0
11779,22,1,Высшее,Не состоял в браке,0,0,1,0,0,1,Государственная служба,Специалист,"Бухгалтерия, финансы, планир.",24.0,свыше 50000 руб.,35000.0,ЦФО,1
11780,59,1,Среднее,Вдовец/Вдова,1,0,1,1,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Пр-техн. обесп. и телеком.,408.0,от 10000 до 20000 руб.,12000.0,УФО,0
11781,30,1,Неоконченное высшее,Состою в браке,1,1,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,17600.0,СФО,0
11782,56,1,Среднее,Состою в браке,1,0,1,1,0,0,Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,12000.0,СФО,0
11783,50,1,Среднее,Состою в браке,0,0,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,310.0,от 10000 до 20000 руб.,15000.0,СЗФО,0
11784,24,1,Неоконченное высшее,Не состоял в браке,0,0,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Адм-хоз. и трансп. службы,54.0,от 20000 до 50000 руб.,10000.0,ПФО,0
11785,29,0,Среднее,Не состоял в браке,0,0,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,6.0,от 20000 до 50000 руб.,20000.0,СЗФО,0
11786,40,0,Среднее,Состою в браке,1,2,1,0,0,0,Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,33.0,от 20000 до 50000 руб.,16000.0,ДФО,0
11787,35,1,Высшее,Состою в браке,1,1,1,0,0,1,Торговля,Рабочий,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,25000.0,ЦФО,1
11788,50,0,Высшее,Состою в браке,0,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,20000.0,СФО,1
11789,44,1,Высшее,Состою в браке,1,2,1,0,0,0,Наука,Специалист,Участие в основ. деятельности,60.0,от 20000 до 50000 руб.,22955.0,ДФО,0
11790,50,1,Неполное среднее,Состою в браке,2,2,1,0,0,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,215.0,от 10000 до 20000 руб.,8500.0,ЦФО,0
11791,58,1,Среднее специальное,Разведен(а),1,0,1,0,1,0,Транспорт,Специалист,Участие в основ. деятельности,330.0,от 10000 до 20000 руб.,14000.0,ПФО,0
11792,43,1,Высшее,Разведен(а),1,1,1,0,0,1,Металлургия/Промышленность/Машиностроение,Руководитель среднего звена,Участие в основ. деятельности,84.0,от 20000 до 50000 руб.,28000.0,СЗФО,0
11794,35,0,Высшее,Состою в браке,1,1,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,100.0,от 20000 до 50000 руб.,35000.0,СФО,0
11795,27,1,Среднее специальное,Состою в браке,1,1,1,0,1,0,Ресторанный бизнес/Общественное питание,Специалист,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,10000.0,ДФО,0
11796,50,1,Среднее специальное,Состою в браке,2,1,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,120.0,от 20000 до 50000 руб.,30000.0,СЗФО,0
11797,31,0,Среднее,Состою в браке,1,1,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,96.0,от 20000 до 50000 руб.,28000.0,СФО,0
11798,41,1,Среднее,Состою в браке,2,2,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,192.0,от 10000 до 20000 руб.,9000.0,СЗФО,0
11799,41,0,Высшее,Состою в браке,2,1,1,0,1,1,Торговля,Рабочий,Участие в основ. деятельности,5.0,от 20000 до 50000 руб.,20000.0,ЦФО,0
11800,35,0,Среднее,Состою в браке,1,1,1,0,1,0,Информационные технологии,Специалист,Участие в основ. деятельности,168.0,от 10000 до 20000 руб.,11500.0,ЦФО,0
11801,59,1,Среднее,Состою в браке,2,0,1,1,1,0,Наука,Специалист,Участие в основ. деятельности,228.0,от 20000 до 50000 руб.,11000.0,СФО,0
11802,46,0,Среднее,Состою в браке,2,1,1,0,0,0,Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,96.0,от 20000 до 50000 руб.,21000.0,СФО,0
11803,43,1,Среднее,Не состоял в браке,0,0,1,0,0,0,Торговля,Специалист,Вспомогательный техперсонал,84.0,от 20000 до 50000 руб.,12000.0,ДФО,0
11804,39,0,Среднее,Состою в браке,2,2,1,0,0,0,Химия/Парфюмерия/Фармацевтика,Специалист,Участие в основ. деятельности,6.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
11805,64,1,Высшее,Вдовец/Вдова,1,0,1,1,0,0,Наука,Специалист,Участие в основ. деятельности,120.0,от 10000 до 20000 руб.,15000.0,СФО,0
11807,32,1,Среднее,Состою в браке,1,1,1,0,0,0,Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,90.0,от 20000 до 50000 руб.,14000.0,СЗФО,0
11808,49,1,Среднее специальное,Состою в браке,2,0,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,216.0,от 20000 до 50000 руб.,30000.0,СФО,0
11809,48,1,Среднее,Состою в браке,2,0,1,0,0,0,Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,84.0,свыше 50000 руб.,50000.0,СКФО,0
11810,41,1,Высшее,Состою в браке,1,1,1,0,1,1,Банк/Финансы,Руководитель высшего звена,Участие в основ. деятельности,50.0,свыше 50000 руб.,55000.0,СЗФО,0
11811,47,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Другие сферы,Специалист,Вспомогательный техперсонал,72.0,от 20000 до 50000 руб.,25000.0,УФО,0
11812,36,1,Высшее,Состою в браке,2,2,1,0,0,0,Государственная служба,Другое,Участие в основ. деятельности,17.0,от 10000 до 20000 руб.,9000.0,ЦФО,0
11813,24,1,Высшее,Состою в браке,1,1,1,0,0,0,Торговля,Служащий,Участие в основ. деятельности,48.0,от 10000 до 20000 руб.,12000.0,ПФО,0
11814,25,1,Среднее,Не состоял в браке,0,0,1,0,0,1,Торговля,Специалист,Участие в основ. деятельности,28.0,от 10000 до 20000 руб.,13000.0,ПФО,1
11815,52,0,Высшее,Состою в браке,1,0,1,0,1,1,Торговля,Руководитель среднего звена,Участие в основ. деятельности,60.0,от 20000 до 50000 руб.,25000.0,СФО,0
11816,37,0,Среднее,Состою в браке,1,1,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,108.0,от 20000 до 50000 руб.,20000.0,ЦФО,0
11817,30,0,Среднее специальное,Состою в браке,1,1,1,0,1,0,ЧОП/Детективная д-ть,Специалист,Участие в основ. деятельности,42.0,от 20000 до 50000 руб.,24000.0,ЦФО,0
11818,28,1,Высшее,Не состоял в браке,0,0,1,0,1,1,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,84.0,от 20000 до 50000 руб.,25000.0,УФО,0
11819,29,1,Среднее,Не состоял в браке,4,4 и более,1,0,0,0,Сельское хозяйство,Рабочий,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,16000.0,ЦФО,1
11820,24,1,Высшее,Состою в браке,0,0,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,72.0,от 20000 до 50000 руб.,13000.0,ДФО,0
11821,32,0,Среднее специальное,Состою в браке,1,1,1,0,0,1,Сборочные производства,Рабочий,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,15000.0,ЮФО,0
11822,48,1,Среднее,Не состоял в браке,1,0,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,108.0,от 5000 до 10000 руб.,9000.0,СФО,0
11823,60,0,Высшее,Не состоял в браке,0,0,1,0,1,0,Транспорт,Рабочий,Участие в основ. деятельности,348.0,от 20000 до 50000 руб.,20000.0,СЗФО,0
11824,31,1,Среднее,Разведен(а),2,2,1,0,0,0,Сельское хозяйство,Рабочий,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,10000.0,ЮФО,0
11825,46,1,Высшее,Состою в браке,1,0,1,0,0,1,Здравоохранение,Руководитель среднего звена,"Бухгалтерия, финансы, планир.",72.0,от 20000 до 50000 руб.,17000.0,СЗФО,0
11826,22,1,Среднее специальное,Гражданский брак,0,0,1,0,0,0,Торговля,Служащий,Участие в основ. деятельности,9.0,от 20000 до 50000 руб.,16000.0,УФО,0
11827,31,0,Среднее,Состою в браке,1,1,1,0,0,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,200.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
11828,44,1,Среднее,Не состоял в браке,0,0,0,1,1,0,Другие сферы,Служащий,Участие в основ. деятельности,9.0,от 10000 до 20000 руб.,11000.0,СЗФО,0
11829,26,0,Среднее,Состою в браке,0,0,1,0,1,0,Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,1.0,от 20000 до 50000 руб.,17000.0,ДФО,0
11830,34,0,Среднее,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Специалист,Участие в основ. деятельности,96.0,от 5000 до 10000 руб.,8000.0,СЗФО,0
11831,26,1,Высшее,Разведен(а),0,0,1,0,0,1,Коммунальное хоз-во/Дорожные службы,Специалист,Вспомогательный техперсонал,13.0,от 10000 до 20000 руб.,15000.0,ПФО,1
11832,33,0,Высшее,Состою в браке,2,2,1,0,0,1,Государственная служба,Руководитель высшего звена,Участие в основ. деятельности,192.0,свыше 50000 руб.,37000.0,СЗФО,1
11833,33,0,Среднее,Состою в браке,1,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,72.0,от 10000 до 20000 руб.,15000.0,УФО,0
11834,44,1,Среднее специальное,Состою в браке,1,1,1,0,0,1,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,120.0,от 20000 до 50000 руб.,10000.0,СФО,0
11835,43,1,Среднее,Не состоял в браке,1,0,1,0,1,0,Государственная служба,Специалист,Вспомогательный техперсонал,96.0,от 20000 до 50000 руб.,17000.0,ПФО,0
11836,36,0,Среднее,Состою в браке,2,2,1,0,0,0,Транспорт,Специалист,Участие в основ. деятельности,204.0,от 20000 до 50000 руб.,20000.0,ДФО,1
11837,41,1,Высшее,Разведен(а),1,2,1,0,1,1,Салоны красоты и здоровья,Индивидуальный предприниматель,"Бухгалтерия, финансы, планир.",48.0,от 10000 до 20000 руб.,13000.0,ДФО,0
11838,33,0,Неполное среднее,Состою в браке,3,3,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,30.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
11839,23,1,Высшее,Гражданский брак,1,1,1,0,0,0,Строительство,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",6.0,от 20000 до 50000 руб.,15000.0,ЦФО,0
11841,27,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Информационные услуги,Специалист,Участие в основ. деятельности,9.0,от 10000 до 20000 руб.,12400.0,СФО,0
11842,27,0,Среднее,Не состоял в браке,0,0,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Пр-техн. обесп. и телеком.,60.0,от 10000 до 20000 руб.,10000.0,СЗФО,0
11843,35,1,Среднее,Состою в браке,2,2,1,0,1,0,Здравоохранение,Специалист,Участие в основ. деятельности,130.0,от 20000 до 50000 руб.,11000.0,СФО,0
11844,51,0,Среднее специальное,Состою в браке,1,0,1,0,0,0,Другие сферы,Рабочий,Участие в основ. деятельности,42.0,от 10000 до 20000 руб.,13500.0,ЮФО,0
11845,36,1,Среднее,Не состоял в браке,1,1,1,0,1,0,Строительство,Специалист,Вспомогательный техперсонал,144.0,от 20000 до 50000 руб.,15000.0,ПФО,0
11846,49,1,Среднее,Состою в браке,3,0,1,0,1,0,Другие сферы,Специалист,Участие в основ. деятельности,180.0,от 20000 до 50000 руб.,17000.0,СЗФО,0
11847,22,1,Среднее специальное,Состою в браке,0,0,1,0,0,0,Нефтегазовая промышленность,Специалист,"Бухгалтерия, финансы, планир.",24.0,от 20000 до 50000 руб.,12000.0,ЮФО,0
11848,57,1,Среднее специальное,Состою в браке,0,0,1,1,1,0,Металлургия/Промышленность/Машиностроение,Рабочий,Вспомогательный техперсонал,240.0,от 20000 до 50000 руб.,15000.0,ЦФО,0
11849,25,0,Среднее,Состою в браке,1,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Рабочий,Участие в основ. деятельности,4.0,от 20000 до 50000 руб.,15000.0,СЗФО,0
11850,37,1,Среднее специальное,Состою в браке,2,2,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,156.0,от 20000 до 50000 руб.,10000.0,ПФО,0
11851,53,0,Среднее специальное,Состою в браке,0,0,1,0,0,1,Образование,Рабочий,Вспомогательный техперсонал,240.0,от 20000 до 50000 руб.,25000.0,ПФО,0
11852,36,1,Среднее,Состою в браке,2,2,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,128.0,от 20000 до 50000 руб.,12000.0,ЮФО,0
11853,37,0,Среднее,Состою в браке,2,2,1,0,0,1,Государственная служба,Специалист,Участие в основ. деятельности,120.0,от 10000 до 20000 руб.,8000.0,ЦФО,0
11854,41,1,Среднее,Состою в браке,1,1,1,0,1,0,Здравоохранение,Специалист,Участие в основ. деятельности,264.0,от 20000 до 50000 руб.,18000.0,ДФО,1
11855,41,1,Среднее,Состою в браке,3,3,1,0,0,0,Сборочные производства,Специалист,Участие в основ. деятельности,12.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
11857,54,1,Среднее,Не состоял в браке,0,0,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,66.0,от 5000 до 10000 руб.,10000.0,ЦФО,1
11858,39,0,Среднее,Состою в браке,2,2,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,12000.0,СЗФО,0
11859,29,1,Среднее,Состою в браке,1,1,1,0,0,0,Ресторанный бизнес/Общественное питание,Рабочий,Участие в основ. деятельности,6.0,от 20000 до 50000 руб.,12000.0,СФО,0
11860,32,0,Среднее,Состою в браке,1,1,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,72.0,от 20000 до 50000 руб.,18000.0,СФО,0
11861,30,1,Высшее,Состою в браке,0,0,1,0,0,0,Другие сферы,Руководитель среднего звена,Участие в основ. деятельности,89.0,от 20000 до 50000 руб.,17000.0,ДФО,0
11863,38,0,Среднее,Состою в браке,2,2,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,60.0,от 10000 до 20000 руб.,18000.0,СФО,0
11864,34,0,Среднее,Состою в браке,2,2,1,0,0,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,132.0,от 10000 до 20000 руб.,13000.0,ЦФО,0
11865,50,1,Среднее,Состою в браке,0,0,1,0,0,0,Торговля,Руководитель среднего звена,"Бухгалтерия, финансы, планир.",24.0,от 20000 до 50000 руб.,12500.0,УФО,0
11866,65,1,Высшее,Не состоял в браке,1,0,1,0,1,0,Наука,Специалист,Участие в основ. деятельности,122.0,от 5000 до 10000 руб.,9000.0,СФО,0
11867,61,1,Высшее,Состою в браке,0,0,1,1,0,0,Торговля,Руководитель среднего звена,"Бухгалтерия, финансы, планир.",60.0,от 10000 до 20000 руб.,13500.0,ЮФО,0
11868,52,0,Высшее,Состою в браке,0,0,1,0,1,0,Строительство,Специалист,Участие в основ. деятельности,60.0,от 20000 до 50000 руб.,15000.0,ЦФО,0
11869,57,1,Высшее,Состою в браке,0,0,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,20000.0,СФО,0
11871,38,1,Высшее,Не состоял в браке,0,0,1,0,0,0,Транспорт,Высококвалифиц. специалист,"Бухгалтерия, финансы, планир.",60.0,от 20000 до 50000 руб.,45000.0,УФО,0
11872,53,1,Среднее,Разведен(а),0,0,1,0,1,1,Строительство,Специалист,Участие в основ. деятельности,120.0,от 20000 до 50000 руб.,25000.0,ДФО,0
11873,29,1,Среднее специальное,Состою в браке,0,0,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,10.0,от 10000 до 20000 руб.,12000.0,ЮФО,0
11874,27,1,Среднее,Не состоял в браке,1,1,1,0,1,0,Торговля,Специалист,Вспомогательный техперсонал,12.0,от 10000 до 20000 руб.,8500.0,УФО,0
11875,50,1,Среднее,Не состоял в браке,1,0,1,0,0,0,Здравоохранение,Специалист,Участие в основ. деятельности,336.0,от 5000 до 10000 руб.,9000.0,ПФО,0
11877,48,1,Среднее специальное,Состою в браке,3,1,1,0,1,0,Торговля,Работник сферы услуг,Участие в основ. деятельности,300.0,от 20000 до 50000 руб.,11000.0,СЗФО,0
11878,30,0,Высшее,Состою в браке,1,2,1,0,0,0,Другие сферы,Специалист,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,13000.0,ЮФО,0
11879,23,0,Среднее специальное,Не состоял в браке,0,0,1,0,0,0,Государственная служба,Служащий,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,19000.0,ДФО,1
11880,42,1,Среднее,Состою в браке,1,1,1,0,0,0,Торговля,Специалист,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,20000.0,УФО,0
11881,32,1,Среднее специальное,Состою в браке,1,1,1,0,0,0,Здравоохранение,Служащий,Участие в основ. деятельности,28.0,от 20000 до 50000 руб.,10000.0,СФО,0
11882,43,0,Высшее,Состою в браке,1,1,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Вспомогательный техперсонал,132.0,от 20000 до 50000 руб.,19000.0,СЗФО,0
11883,33,1,Среднее специальное,Не состоял в браке,1,1,1,0,0,0,Торговля,Рабочий,Участие в основ. деятельности,36.0,от 10000 до 20000 руб.,12000.0,СФО,1
11884,24,0,Высшее,Не состоял в браке,0,0,1,0,0,1,Государственная служба,Специалист,Участие в основ. деятельности,8.0,от 20000 до 50000 руб.,23000.0,ПФО,0
11885,28,0,Высшее,Состою в браке,1,1,1,0,0,1,Государственная служба,Военнослужащий по контракту,Пр-техн. обесп. и телеком.,62.0,от 10000 до 20000 руб.,15000.0,ЦФО,0
11886,32,1,Среднее специальное,Состою в браке,2,2,1,0,0,1,Государственная служба,Специалист,Участие в основ. деятельности,156.0,от 20000 до 50000 руб.,30000.0,СЗФО,0
11887,27,0,Среднее специальное,Состою в браке,1,2,1,0,0,0,Транспорт,Рабочий,Участие в основ. деятельности,60.0,от 20000 до 50000 руб.,40000.0,ДФО,0
11888,42,1,Высшее,Состою в браке,2,2,1,0,0,0,Здравоохранение,Специалист,"Бухгалтерия, финансы, планир.",180.0,от 10000 до 20000 руб.,15000.0,ЦФО,0
11889,31,1,Высшее,Состою в браке,2,2,1,0,1,0,Банк/Финансы,Специалист,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,18000.0,СЗФО,0
11890,43,1,Среднее,Не состоял в браке,0,0,1,0,1,0,Торговля,Специалист,Участие в основ. деятельности,144.0,от 10000 до 20000 руб.,10000.0,ЦФО,0
11891,22,1,Среднее,Не состоял в браке,1,1,1,0,0,0,Торговля,Специалист,"Бухгалтерия, финансы, планир.",36.0,от 10000 до 20000 руб.,10000.0,УФО,0
11892,53,1,Среднее,Состою в браке,2,0,1,0,1,0,Металлургия/Промышленность/Машиностроение,Специалист,Участие в основ. деятельности,180.0,от 10000 до 20000 руб.,8000.0,СФО,0
11893,32,1,Среднее специальное,Состою в браке,1,1,1,0,1,1,Коммунальное хоз-во/Дорожные службы,Рабочий,Участие в основ. деятельности,48.0,от 20000 до 50000 руб.,12000.0,СЗФО,0
11894,27,0,Высшее,Не состоял в браке,0,0,1,0,1,0,Государственная служба,Специалист,Участие в основ. деятельности,24.0,от 5000 до 10000 руб.,8000.0,ЮФО,0
11895,26,0,Среднее,Состою в браке,1,1,1,0,0,0,Строительство,Специалист,Участие в основ. деятельности,72.0,от 10000 до 20000 руб.,15000.0,ЦФО,0
11896,38,1,Высшее,Разведен(а),2,2,1,0,1,1,Государственная служба,Руководитель среднего звена,Участие в основ. деятельности,24.0,от 20000 до 50000 руб.,20000.0,СЗФО,0
11897,46,0,Высшее,Состою в браке,2,2,1,0,0,1,Сельское хозяйство,Специалист,Участие в основ. деятельности,264.0,от 20000 до 50000 руб.,15000.0,ЮФО,0
11898,50,1,Среднее,Не состоял в браке,0,0,1,0,1,0,Здравоохранение,Специалист,Участие в основ. деятельности,72.0,от 10000 до 20000 руб.,8000.0,УФО,0
11899,47,1,Высшее,Состою в браке,0,0,1,0,1,0,Здравоохранение,Специалист,Участие в основ. деятельности,72.0,от 20000 до 50000 руб.,20000.0,ДФО,0
11900,45,1,Среднее специальное,Состою в браке,2,1,1,0,0,0,Металлургия/Промышленность/Машиностроение,Служащий,Участие в основ. деятельности,180.0,от 20000 до 50000 руб.,10000.0,СФО,0
11901,24,1,Среднее специальное,Разведен(а),1,1,1,0,0,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,23.0,от 10000 до 20000 руб.,10000.0,ПФО,0
11902,44,1,Высшее,Состою в браке,1,1,1,0,1,0,Государственная служба,Специалист,"Бухгалтерия, финансы, планир.",12.0,от 20000 до 50000 руб.,25000.0,ЦФО,0
11903,40,1,Среднее специальное,Состою в браке,1,1,1,0,0,1,Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,180.0,от 20000 до 50000 руб.,20000.0,ПФО,1
11904,53,0,Среднее специальное,Состою в браке,3,1,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,8.0,от 10000 до 20000 руб.,12000.0,СФО,0
11905,48,1,Среднее специальное,Состою в браке,2,0,1,0,0,1,Торговля,Индивидуальный предприниматель,Участие в основ. деятельности,36.0,от 20000 до 50000 руб.,20000.0,ПФО,0
11906,61,1,Среднее,Не состоял в браке,0,0,1,1,1,0,Другие сферы,Рабочий,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,10500.0,ПФО,0
11907,43,1,Высшее,Состою в браке,0,0,1,0,1,1,Торговля,Руководитель среднего звена,Участие в основ. деятельности,72.0,от 20000 до 50000 руб.,12000.0,СФО,0
11908,49,1,Среднее,Не состоял в браке,1,0,1,0,1,0,Наука,Специалист,Участие в основ. деятельности,24.0,от 10000 до 20000 руб.,8000.0,УФО,0
11909,52,1,Среднее,Состою в браке,0,0,1,1,0,1,Сельское хозяйство,Специалист,Участие в основ. деятельности,250.0,от 10000 до 20000 руб.,9000.0,ЮФО,0
11910,52,0,Высшее,Гражданский брак,2,2,1,0,0,1,Сельское хозяйство,Специалист,Участие в основ. деятельности,96.0,от 10000 до 20000 руб.,12000.0,ЮФО,0
11911,35,1,Высшее,Не состоял в браке,1,1,1,0,0,0,Другие сферы,Специалист,Вспомогательный техперсонал,84.0,от 10000 до 20000 руб.,17000.0,ЮФО,0
11912,58,1,Среднее,Состою в браке,2,0,1,1,0,0,Строительство,Специалист,Участие в основ. деятельности,48.0,от 10000 до 20000 руб.,13000.0,СФО,0
11913,29,1,Среднее,Состою в браке,1,1,1,0,1,1,Транспорт,Специалист,Кадровая служба и секретариат,48.0,от 20000 до 50000 руб.,10000.0,СФО,0
11914,39,1,Среднее,Состою в браке,2,1,1,0,0,0,Сельское хозяйство,Специалист,Участие в основ. деятельности,192.0,от 10000 до 20000 руб.,10500.0,ЦФО,0
11916,58,1,Неполное среднее,Не состоял в браке,1,1,1,0,1,0,Строительство,Специалист,Участие в основ. деятельности,62.0,от 5000 до 10000 руб.,8000.0,СФО,0
11917,34,0,Среднее,Состою в браке,2,1,1,0,0,1,Торговля,Специалист,Участие в основ. деятельности,48.0,от 20000 до 50000 руб.,20000.0,ДФО,0
11918,24,1,Неоконченное высшее,Состою в браке,1,1,1,0,0,0,Образование,Специалист,Участие в основ. деятельности,10.0,от 10000 до 20000 руб.,8000.0,ПФО,0
11919,34,1,Среднее,Состою в браке,2,2,1,0,0,1,Здравоохранение,Специалист,Участие в основ. деятельности,12.0,от 20000 до 50000 руб.,12000.0,ЮФО,0
11920,49,0,Высшее,Состою в браке,1,0,1,0,0,0,Нефтегазовая промышленность,Специалист,Участие в основ. деятельности,96.0,от 20000 до 50000 руб.,20000.0,ПФО,0
